"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Cancer Sites"	"Cancer Sites Code"	Mortality-Incidence Age-Adjusted Rate Ratio	Death Counts	Mortality Population	Mortality Age-Adjusted Rate	Incidence Counts	Incidence Age-Adjusted Rate
	"2013"	"2013"	"Washington"	"53"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.302	465	6968006	6.223	1567	20.636
	"2013"	"2013"	"Washington"	"53"	"Leukemias"	"35011-35043"	0.450	506	6968006	6.821	1128	15.143
	"2013"	"2013"	"West Virginia"	"54"	"Colon and Rectum"	"21041-21052"	0.413	484	1853231	19.733	1167	47.725
	"2013"	"2013"	"West Virginia"	"54"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.734	128	1853231	5.143	181	7.007
	"2013"	"2013"	"West Virginia"	"54"	"Pancreas"	"21100"	0.871	253	1853231	9.970	291	11.450
	"2013"	"2013"	"West Virginia"	"54"	"Lung and Bronchus"	"22030"	0.697	1437	1853231	56.972	2084	81.760
	"2013"	"2013"	"West Virginia"	"54"	"Melanoma of the Skin"	"25010"	0.182	83	1853231	3.615	453	19.809
	"2013"	"2013"	"West Virginia"	"54"	"Female Breast"	"26000-Female"	0.182	277	937378	21.588	1473	118.442
	"2013"	"2013"	"West Virginia"	"54"	"Corpus Uteri"	"27020"	0.066	25	937378	1.810	354	27.366
	"2013"	"2013"	"West Virginia"	"54"	"Prostate"	"28010"	0.191	178	915853	17.708	1169	92.828
	"2013"	"2013"	"West Virginia"	"54"	"Urinary Bladder"	"29010"	0.212	130	1853231	5.278	621	24.841
	"2013"	"2013"	"West Virginia"	"54"	"Kidney and Renal Pelvis"	"29020"	0.261	118	1853231	4.732	436	18.132
	"2013"	"2013"	"West Virginia"	"54"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.322	152	1853231	6.185	469	19.214
	"2013"	"2013"	"West Virginia"	"54"	"Leukemias"	"35011-35043"	0.529	176	1853231	7.255	319	13.716
	"2013"	"2013"	"Wisconsin"	"55"	"Colon and Rectum"	"21041-21052"	0.376	975	5742854	14.026	2529	37.312
	"2013"	"2013"	"Wisconsin"	"55"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.808	373	5742854	5.314	471	6.573
	"2013"	"2013"	"Wisconsin"	"55"	"Pancreas"	"21100"	0.930	816	5742854	11.628	870	12.502
	"2013"	"2013"	"Wisconsin"	"55"	"Lung and Bronchus"	"22030"	0.703	2932	5742854	42.507	4163	60.473
	"2013"	"2013"	"Wisconsin"	"55"	"Melanoma of the Skin"	"25010"	0.106	159	5742854	2.359	1471	22.324
	"2013"	"2013"	"Wisconsin"	"55"	"Female Breast"	"26000-Female"	0.154	762	2890443	20.308	4563	131.733
	"2013"	"2013"	"Wisconsin"	"55"	"Corpus Uteri"	"27020"	0.082	93	2890443	2.411	1097	29.387
	"2013"	"2013"	"Wisconsin"	"55"	"Prostate"	"28010"	0.200	609	2852411	21.586	3681	107.982
	"2013"	"2013"	"Wisconsin"	"55"	"Urinary Bladder"	"29010"	0.200	339	5742854	4.743	1624	23.681
	"2013"	"2013"	"Wisconsin"	"55"	"Kidney and Renal Pelvis"	"29020"	0.234	298	5742854	4.235	1223	18.063
	"2013"	"2013"	"Wisconsin"	"55"	"Thyroid"	"32010"	0.046	44	5742854	0.626	823	13.669
	"2013"	"2013"	"Wisconsin"	"55"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.299	413	5742854	6.074	1343	20.299
	"2013"	"2013"	"Wisconsin"	"55"	"Leukemias"	"35011-35043"	0.473	543	5742854	7.994	1126	16.888
	"2013"	"2013"	"Wyoming"	"56"	"Colon and Rectum"	"21041-21052"	0.375	79	582684	12.250	212	32.635
	"2013"	"2013"	"Wyoming"	"56"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	1.178 (Unreliable)	39	582684	5.766	37	4.895
	"2013"	"2013"	"Wyoming"	"56"	"Pancreas"	"21100"	1.055 (Unreliable)	68	582684	10.233	66	9.696
	"2013"	"2013"	"Wyoming"	"56"	"Lung and Bronchus"	"22030"	0.912	230	582684	35.956	261	39.407
	"2013"	"2013"	"Wyoming"	"56"	"Melanoma of the Skin"	"25010"	0.120	16	582684	2.464	132	20.471
	"2013"	"2013"	"Wyoming"	"56"	"Female Breast"	"26000-Female"	0.195	72	285466	20.776	352	106.699
	"2013"	"2013"	"Wyoming"	"56"	"Prostate"	"28010"	0.162	42	297218	16.454	354	101.382
	"2013"	"2013"	"Wyoming"	"56"	"Urinary Bladder"	"29010"	0.212	25	582684	4.019	122	18.924
	"2013"	"2013"	"Wyoming"	"56"	"Kidney and Renal Pelvis"	"29020"	0.165	16	582684	2.300	92	13.941
	"2013"	"2013"	"Wyoming"	"56"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.389	43	582684	6.988	116	17.962
	"2013"	"2013"	"Wyoming"	"56"	"Leukemias"	"35011-35043"	0.707	61	582684	9.614	86	13.604
	"2014"	"2014"	"Alabama"	"01"	"Colon and Rectum"	"21041-21052"	0.345	869	4843214	15.307	2537	44.408
	"2014"	"2014"	"Alabama"	"01"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.998	431	4843214	7.115	439	7.126
	"2014"	"2014"	"Alabama"	"01"	"Pancreas"	"21100"	0.911	675	4843214	11.472	746	12.587
	"2014"	"2014"	"Alabama"	"01"	"Lung and Bronchus"	"22030"	0.800	3117	4843214	52.594	3952	65.726
	"2014"	"2014"	"Alabama"	"01"	"Melanoma of the Skin"	"25010"	0.136	148	4843214	2.615	1052	19.181
	"2014"	"2014"	"Alabama"	"01"	"Female Breast"	"26000-Female"	0.173	666	2495181	20.950	3705	121.083
	"2014"	"2014"	"Alabama"	"01"	"Corpus Uteri"	"27020"	0.089	55	2495181	1.706	616	19.252
	"2014"	"2014"	"Alabama"	"01"	"Prostate"	"28010"	0.197	467	2348033	21.249	3068	107.648
	"2014"	"2014"	"Alabama"	"01"	"Urinary Bladder"	"29010"	0.219	226	4843214	3.967	1053	18.090
	"2014"	"2014"	"Alabama"	"01"	"Kidney and Renal Pelvis"	"29020"	0.226	223	4843214	3.843	979	16.975
	"2014"	"2014"	"Alabama"	"01"	"Thyroid"	"32010"	0.047	28	4843214	0.472	516	9.998
	"2014"	"2014"	"Alabama"	"01"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.338	305	4843214	5.396	907	15.957
	"2014"	"2014"	"Alabama"	"01"	"Leukemias"	"35011-35043"	0.525	364	4843214	6.532	691	12.451
	"2014"	"2014"	"Alaska"	"02"	"Colon and Rectum"	"21041-21052"	0.378	89	736705	16.182	266	42.775
	"2014"	"2014"	"Alaska"	"02"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.967	58	736705	8.308	60	8.592
	"2014"	"2014"	"Alaska"	"02"	"Pancreas"	"21100"	0.821	62	736705	10.422	79	12.699
	"2014"	"2014"	"Alaska"	"02"	"Lung and Bronchus"	"22030"	0.733	237	736705	40.450	341	55.177
	"2014"	"2014"	"Alaska"	"02"	"Melanoma of the Skin"	"25010"	0.264	21	736705	4.016	99	15.232
	"2014"	"2014"	"Alaska"	"02"	"Female Breast"	"26000-Female"	0.189	74	351169	23.958	433	127.080
	"2014"	"2014"	"Alaska"	"02"	"Prostate"	"28010"	0.300	53	385536	23.132	264	77.193
	"2014"	"2014"	"Alaska"	"02"	"Urinary Bladder"	"29010"	0.186	21	736705	3.579	112	19.286
	"2014"	"2014"	"Alaska"	"02"	"Kidney and Renal Pelvis"	"29020"	0.214	24	736705	4.114	131	19.182
	"2014"	"2014"	"Alaska"	"02"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.302	24	736705	4.255	93	14.099
	"2014"	"2014"	"Alaska"	"02"	"Leukemias"	"35011-35043"	0.549	38	736705	6.803	76	12.390
	"2014"	"2014"	"Arizona"	"04"	"Colon and Rectum"	"21041-21052"	0.389	1040	6719993	13.097	2654	33.658
	"2014"	"2014"	"Arizona"	"04"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.810	542	6719993	6.415	652	7.917
	"2014"	"2014"	"Arizona"	"04"	"Pancreas"	"21100"	0.853	814	6719993	9.940	959	11.651
	"2014"	"2014"	"Arizona"	"04"	"Lung and Bronchus"	"22030"	0.698	2707	6719993	33.153	3898	47.519
	"2014"	"2014"	"Arizona"	"04"	"Melanoma of the Skin"	"25010"	0.136	236	6719993	2.984	1713	21.878
	"2014"	"2014"	"Arizona"	"04"	"Female Breast"	"26000-Female"	0.164	793	3380147	19.072	4689	116.292
	"2014"	"2014"	"Arizona"	"04"	"Corpus Uteri"	"27020"	0.094	85	3380147	1.944	863	20.763
	"2014"	"2014"	"Arizona"	"04"	"Prostate"	"28010"	0.217	616	3339846	17.472	3194	80.394
	"2014"	"2014"	"Arizona"	"04"	"Urinary Bladder"	"29010"	0.214	324	6719993	4.027	1520	18.789
	"2014"	"2014"	"Arizona"	"04"	"Kidney and Renal Pelvis"	"29020"	0.231	280	6719993	3.430	1167	14.831
	"2014"	"2014"	"Arizona"	"04"	"Thyroid"	"32010"	0.040	47	6719993	0.577	1010	14.607
	"2014"	"2014"	"Arizona"	"04"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.335	411	6719993	5.133	1197	15.312
	"2014"	"2014"	"Arizona"	"04"	"Leukemias"	"35011-35043"	0.618	500	6719993	6.405	781	10.357
	"2014"	"2014"	"Arkansas"	"05"	"Colon and Rectum"	"21041-21052"	0.363	573	2966912	16.268	1576	44.784
	"2014"	"2014"	"Arkansas"	"05"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.920	240	2966912	6.643	263	7.224
	"2014"	"2014"	"Arkansas"	"05"	"Pancreas"	"21100"	0.922	388	2966912	10.844	418	11.764
	"2014"	"2014"	"Arkansas"	"05"	"Lung and Bronchus"	"22030"	0.714	2054	2966912	56.056	2889	78.520
	"2014"	"2014"	"Arkansas"	"05"	"Melanoma of the Skin"	"25010"	0.121	84	2966912	2.459	700	20.380
	"2014"	"2014"	"Arkansas"	"05"	"Female Breast"	"26000-Female"	0.194	424	1509758	22.471	2130	115.850
	"2014"	"2014"	"Arkansas"	"05"	"Corpus Uteri"	"27020"	0.068	30	1509758	1.533	416	22.563
	"2014"	"2014"	"Arkansas"	"05"	"Prostate"	"28010"	0.174	268	1457154	18.516	1899	106.200
	"2014"	"2014"	"Arkansas"	"05"	"Urinary Bladder"	"29010"	0.266	182	2966912	5.108	692	19.233
	"2014"	"2014"	"Arkansas"	"05"	"Kidney and Renal Pelvis"	"29020"	0.253	180	2966912	5.021	695	19.842
	"2014"	"2014"	"Arkansas"	"05"	"Thyroid"	"32010"	0.054	23	2966912	0.676	394	12.602
	"2014"	"2014"	"Arkansas"	"05"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.352	213	2966912	5.998	589	17.021
	"2014"	"2014"	"Arkansas"	"05"	"Leukemias"	"35011-35043"	0.506	246	2966912	7.149	486	14.118
	"2014"	"2014"	"California"	"06"	"Colon and Rectum"	"21041-21052"	0.357	5223	38680810	12.846	14704	36.003
	"2014"	"2014"	"California"	"06"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.732	3158	38680810	7.522	4407	10.272
	"2014"	"2014"	"California"	"06"	"Pancreas"	"21100"	0.863	4142	38680810	10.200	4824	11.814
	"2014"	"2014"	"California"	"06"	"Lung and Bronchus"	"22030"	0.726	12284	38680810	30.812	17018	42.463
	"2014"	"2014"	"California"	"06"	"Melanoma of the Skin"	"25010"	0.104	981	38680810	2.412	9476	23.196
	"2014"	"2014"	"California"	"06"	"Female Breast"	"26000-Female"	0.168	4451	19468191	20.056	25804	119.687
	"2014"	"2014"	"California"	"06"	"Corpus Uteri"	"27020"	0.071	391	19468191	1.741	5504	24.583
	"2014"	"2014"	"California"	"06"	"Prostate"	"28010"	0.224	3208	19212619	19.541	17181	87.368
	"2014"	"2014"	"California"	"06"	"Urinary Bladder"	"29010"	0.222	1507	38680810	3.779	6821	17.029
	"2014"	"2014"	"California"	"06"	"Kidney and Renal Pelvis"	"29020"	0.245	1403	38680810	3.445	5812	14.081
	"2014"	"2014"	"California"	"06"	"Thyroid"	"32010"	0.046	245	38680810	0.612	5288	13.230
	"2014"	"2014"	"California"	"06"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.284	2145	38680810	5.432	7709	19.095
	"2014"	"2014"	"California"	"06"	"Leukemias"	"35011-35043"	0.507	2523	38680810	6.365	5000	12.555
	"2014"	"2014"	"Colorado"	"08"	"Colon and Rectum"	"21041-21052"	0.375	664	5349648	12.314	1828	32.875
	"2014"	"2014"	"Colorado"	"08"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.608	281	5349648	4.825	483	7.931
	"2014"	"2014"	"Colorado"	"08"	"Pancreas"	"21100"	0.825	522	5349648	9.380	642	11.373
	"2014"	"2014"	"Colorado"	"08"	"Lung and Bronchus"	"22030"	0.688	1581	5349648	29.172	2342	42.405
	"2014"	"2014"	"Colorado"	"08"	"Melanoma of the Skin"	"25010"	0.140	166	5349648	3.057	1241	21.912
	"2014"	"2014"	"Colorado"	"08"	"Female Breast"	"26000-Female"	0.147	554	2664922	18.369	3725	125.295
	"2014"	"2014"	"Colorado"	"08"	"Corpus Uteri"	"27020"	0.068	45	2664922	1.474	689	21.666
	"2014"	"2014"	"Colorado"	"08"	"Prostate"	"28010"	0.229	437	2684726	20.835	2592	91.065
	"2014"	"2014"	"Colorado"	"08"	"Urinary Bladder"	"29010"	0.227	216	5349648	4.176	994	18.361
	"2014"	"2014"	"Colorado"	"08"	"Kidney and Renal Pelvis"	"29020"	0.226	178	5349648	3.281	820	14.488
	"2014"	"2014"	"Colorado"	"08"	"Thyroid"	"32010"	0.041	31	5349648	0.583	806	14.352
	"2014"	"2014"	"Colorado"	"08"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.291	252	5349648	4.771	902	16.394
	"2014"	"2014"	"Colorado"	"08"	"Leukemias"	"35011-35043"	0.451	324	5349648	6.297	757	13.975
	"2014"	"2014"	"Connecticut"	"09"	"Colon and Rectum"	"21041-21052"	0.312	522	3591873	11.340	1599	36.346
	"2014"	"2014"	"Connecticut"	"09"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.711	267	3591873	5.971	390	8.398
	"2014"	"2014"	"Connecticut"	"09"	"Pancreas"	"21100"	0.775	489	3591873	10.926	633	14.095
	"2014"	"2014"	"Connecticut"	"09"	"Lung and Bronchus"	"22030"	0.615	1654	3591873	36.782	2660	59.802
	"2014"	"2014"	"Connecticut"	"09"	"Melanoma of the Skin"	"25010"	0.106	108	3591873	2.331	938	21.985
	"2014"	"2014"	"Connecticut"	"09"	"Female Breast"	"26000-Female"	0.122	439	1839703	17.380	3271	142.918
	"2014"	"2014"	"Connecticut"	"09"	"Corpus Uteri"	"27020"	0.067	46	1839703	1.802	659	26.954
	"2014"	"2014"	"Connecticut"	"09"	"Prostate"	"28010"	0.174	324	1752170	17.747	2175	101.776
	"2014"	"2014"	"Connecticut"	"09"	"Urinary Bladder"	"29010"	0.190	223	3591873	4.848	1138	25.543
	"2014"	"2014"	"Connecticut"	"09"	"Kidney and Renal Pelvis"	"29020"	0.169	122	3591873	2.738	703	16.235
	"2014"	"2014"	"Connecticut"	"09"	"Thyroid"	"32010"	0.024	22	3591873	0.494	772	20.320
	"2014"	"2014"	"Connecticut"	"09"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.251	236	3591873	5.229	900	20.828
	"2014"	"2014"	"Connecticut"	"09"	"Leukemias"	"35011-35043"	0.432	279	3591873	6.224	611	14.398
	"2014"	"2014"	"Delaware"	"10"	"Colon and Rectum"	"21041-21052"	0.353	150	934948	13.240	434	37.542
	"2014"	"2014"	"Delaware"	"10"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.690	72	934948	5.897	104	8.548
	"2014"	"2014"	"Delaware"	"10"	"Pancreas"	"21100"	0.844	145	934948	12.042	171	14.270
	"2014"	"2014"	"Delaware"	"10"	"Lung and Bronchus"	"22030"	0.677	549	934948	46.011	813	67.959
	"2014"	"2014"	"Delaware"	"10"	"Melanoma of the Skin"	"25010"	0.084	30	934948	2.500	343	29.770
	"2014"	"2014"	"Delaware"	"10"	"Female Breast"	"26000-Female"	0.154	134	482334	21.127	844	137.419
	"2014"	"2014"	"Delaware"	"10"	"Corpus Uteri"	"27020"	0.119	21	482334	3.015	165	25.418
	"2014"	"2014"	"Delaware"	"10"	"Prostate"	"28010"	0.160	91	452614	19.160	697	119.389
	"2014"	"2014"	"Delaware"	"10"	"Urinary Bladder"	"29010"	0.194	56	934948	4.848	297	25.014
	"2014"	"2014"	"Delaware"	"10"	"Kidney and Renal Pelvis"	"29020"	0.217	44	934948	3.737	196	17.206
	"2014"	"2014"	"Delaware"	"10"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.294	71	934948	6.080	230	20.706
	"2014"	"2014"	"Delaware"	"10"	"Leukemias"	"35011-35043"	0.499	82	934948	7.117	158	14.254
	"2014"	"2014"	"District of Columbia"	"11"	"Colon and Rectum"	"21041-21052"	0.404	115	659005	18.588	288	45.969
	"2014"	"2014"	"District of Columbia"	"11"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.742	58	659005	8.484	80	11.435
	"2014"	"2014"	"District of Columbia"	"11"	"Pancreas"	"21100"	0.901	89	659005	14.669	101	16.276
	"2014"	"2014"	"District of Columbia"	"11"	"Lung and Bronchus"	"22030"	0.781	244	659005	39.526	316	50.601
	"2014"	"2014"	"District of Columbia"	"11"	"Female Breast"	"26000-Female"	0.203	103	345936	28.993	490	142.943
	"2014"	"2014"	"District of Columbia"	"11"	"Corpus Uteri"	"27020"	0.144	16	345936	4.051	103	28.202
	"2014"	"2014"	"District of Columbia"	"11"	"Prostate"	"28010"	0.253	72	313069	31.916	352	126.349
	"2014"	"2014"	"District of Columbia"	"11"	"Urinary Bladder"	"29010"	0.315	22	659005	3.682	72	11.689
	"2014"	"2014"	"District of Columbia"	"11"	"Kidney and Renal Pelvis"	"29020"	0.230	22	659005	3.570	101	15.494
	"2014"	"2014"	"District of Columbia"	"11"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.317	30	659005	4.991	98	15.758
	"2014"	"2014"	"District of Columbia"	"11"	"Leukemias"	"35011-35043"	0.560	28	659005	4.707	55	8.406
	"2014"	"2014"	"Florida"	"12"	"Colon and Rectum"	"21041-21052"	0.359	3692	19888741	13.013	9846	36.238
	"2014"	"2014"	"Florida"	"12"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.792	1724	19888741	5.995	2131	7.571
	"2014"	"2014"	"Florida"	"12"	"Pancreas"	"21100"	0.833	2976	19888741	10.270	3488	12.325
	"2014"	"2014"	"Florida"	"12"	"Lung and Bronchus"	"22030"	0.704	11756	19888741	40.749	16518	57.858
	"2014"	"2014"	"Florida"	"12"	"Melanoma of the Skin"	"25010"	0.114	758	19888741	2.718	6276	23.767
	"2014"	"2014"	"Florida"	"12"	"Female Breast"	"26000-Female"	0.168	2904	10167970	19.595	15808	116.835
	"2014"	"2014"	"Florida"	"12"	"Corpus Uteri"	"27020"	0.058	212	10167970	1.372	3357	23.459
	"2014"	"2014"	"Florida"	"12"	"Prostate"	"28010"	0.193	2162	9720771	16.815	11703	87.342
	"2014"	"2014"	"Florida"	"12"	"Urinary Bladder"	"29010"	0.232	1267	19888741	4.294	5325	18.508
	"2014"	"2014"	"Florida"	"12"	"Kidney and Renal Pelvis"	"29020"	0.242	970	19888741	3.388	3734	14.013
	"2014"	"2014"	"Florida"	"12"	"Thyroid"	"32010"	0.036	125	19888741	0.452	2676	12.389
	"2014"	"2014"	"Florida"	"12"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.300	1465	19888741	5.160	4525	17.180
	"2014"	"2014"	"Florida"	"12"	"Leukemias"	"35011-35043"	0.512	1812	19888741	6.550	3282	12.801
	"2014"	"2014"	"Georgia"	"13"	"Colon and Rectum"	"21041-21052"	0.369	1530	10087231	15.475	4362	41.931
	"2014"	"2014"	"Georgia"	"13"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.832	701	10087231	6.606	886	7.944
	"2014"	"2014"	"Georgia"	"13"	"Pancreas"	"21100"	0.818	1103	10087231	10.815	1355	13.224
	"2014"	"2014"	"Georgia"	"13"	"Lung and Bronchus"	"22030"	0.708	4616	10087231	45.385	6663	64.143
	"2014"	"2014"	"Georgia"	"13"	"Melanoma of the Skin"	"25010"	0.091	251	10087231	2.534	2882	27.894
	"2014"	"2014"	"Georgia"	"13"	"Female Breast"	"26000-Female"	0.180	1286	5168814	22.564	7181	125.396
	"2014"	"2014"	"Georgia"	"13"	"Corpus Uteri"	"27020"	0.092	120	5168814	2.089	1367	22.743
	"2014"	"2014"	"Georgia"	"13"	"Prostate"	"28010"	0.200	803	4918417	22.115	5610	110.695
	"2014"	"2014"	"Georgia"	"13"	"Urinary Bladder"	"29010"	0.246	424	10087231	4.490	1830	18.243
	"2014"	"2014"	"Georgia"	"13"	"Kidney and Renal Pelvis"	"29020"	0.229	391	10087231	3.833	1786	16.707
	"2014"	"2014"	"Georgia"	"13"	"Thyroid"	"32010"	0.031	39	10087231	0.392	1309	12.542
	"2014"	"2014"	"Georgia"	"13"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.284	497	10087231	5.179	1871	18.249
	"2014"	"2014"	"Georgia"	"13"	"Leukemias"	"35011-35043"	0.382	561	10087231	5.859	1542	15.319
	"2014"	"2014"	"Hawaii"	"15"	"Colon and Rectum"	"21041-21052"	0.332	246	1416349	13.747	716	41.355
	"2014"	"2014"	"Hawaii"	"15"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.881	176	1416349	9.896	201	11.232
	"2014"	"2014"	"Hawaii"	"15"	"Pancreas"	"21100"	0.903	203	1416349	11.182	221	12.384
	"2014"	"2014"	"Hawaii"	"15"	"Lung and Bronchus"	"22030"	0.717	565	1416349	31.793	782	44.372
	"2014"	"2014"	"Hawaii"	"15"	"Melanoma of the Skin"	"25010"	0.079	28	1416349	1.606	347	20.283
	"2014"	"2014"	"Hawaii"	"15"	"Female Breast"	"26000-Female"	0.119	158	704907	16.353	1173	137.427
	"2014"	"2014"	"Hawaii"	"15"	"Corpus Uteri"	"27020"	0.071	19	704907	2.011	241	28.318
	"2014"	"2014"	"Hawaii"	"15"	"Prostate"	"28010"	0.180	113	711442	14.317	674	79.597
	"2014"	"2014"	"Hawaii"	"15"	"Urinary Bladder"	"29010"	0.191	54	1416349	2.864	270	15.033
	"2014"	"2014"	"Hawaii"	"15"	"Kidney and Renal Pelvis"	"29020"	0.245	57	1416349	3.071	212	12.526
	"2014"	"2014"	"Hawaii"	"15"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.259	83	1416349	4.638	298	17.891
	"2014"	"2014"	"Hawaii"	"15"	"Leukemias"	"35011-35043"	0.369	74	1416349	4.165	187	11.285
	"2014"	"2014"	"Idaho"	"16"	"Colon and Rectum"	"21041-21052"	0.355	231	1633532	12.767	650	35.916
	"2014"	"2014"	"Idaho"	"16"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.678	103	1633532	5.310	154	7.827
	"2014"	"2014"	"Idaho"	"16"	"Pancreas"	"21100"	0.906	205	1633532	11.316	231	12.493
	"2014"	"2014"	"Idaho"	"16"	"Lung and Bronchus"	"22030"	0.712	659	1633532	36.234	940	50.895
	"2014"	"2014"	"Idaho"	"16"	"Melanoma of the Skin"	"25010"	0.121	60	1633532	3.279	482	27.147
	"2014"	"2014"	"Idaho"	"16"	"Female Breast"	"26000-Female"	0.164	191	815040	20.515	1153	125.375
	"2014"	"2014"	"Idaho"	"16"	"Corpus Uteri"	"27020"	0.081	19	815040	1.979	230	24.550
	"2014"	"2014"	"Idaho"	"16"	"Prostate"	"28010"	0.257	190	818492	24.729	883	96.407
	"2014"	"2014"	"Idaho"	"16"	"Urinary Bladder"	"29010"	0.179	68	1633532	3.890	395	21.683
	"2014"	"2014"	"Idaho"	"16"	"Kidney and Renal Pelvis"	"29020"	0.275	80	1633532	4.360	296	15.880
	"2014"	"2014"	"Idaho"	"16"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.336	119	1633532	6.782	356	20.158
	"2014"	"2014"	"Idaho"	"16"	"Leukemias"	"35011-35043"	0.440	117	1633532	6.694	272	15.229
	"2014"	"2014"	"Illinois"	"17"	"Colon and Rectum"	"21041-21052"	0.351	2161	12867544	14.972	6185	42.668
	"2014"	"2014"	"Illinois"	"17"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.842	960	12867544	6.431	1160	7.637
	"2014"	"2014"	"Illinois"	"17"	"Pancreas"	"21100"	0.823	1595	12867544	10.890	1939	13.230
	"2014"	"2014"	"Illinois"	"17"	"Lung and Bronchus"	"22030"	0.693	6650	12867544	46.035	9639	66.404
	"2014"	"2014"	"Illinois"	"17"	"Melanoma of the Skin"	"25010"	0.129	350	12867544	2.434	2688	18.876
	"2014"	"2014"	"Illinois"	"17"	"Female Breast"	"26000-Female"	0.162	1756	6548836	21.820	10236	134.322
	"2014"	"2014"	"Illinois"	"17"	"Corpus Uteri"	"27020"	0.073	178	6548836	2.099	2308	28.718
	"2014"	"2014"	"Illinois"	"17"	"Prostate"	"28010"	0.192	1166	6318708	20.364	7443	105.910
	"2014"	"2014"	"Illinois"	"17"	"Urinary Bladder"	"29010"	0.212	646	12867544	4.483	3053	21.146
	"2014"	"2014"	"Illinois"	"17"	"Kidney and Renal Pelvis"	"29020"	0.223	602	12867544	4.081	2656	18.270
	"2014"	"2014"	"Illinois"	"17"	"Thyroid"	"32010"	0.026	57	12867544	0.406	2074	15.452
	"2014"	"2014"	"Illinois"	"17"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.283	800	12867544	5.656	2843	19.963
	"2014"	"2014"	"Illinois"	"17"	"Leukemias"	"35011-35043"	0.516	960	12867544	6.769	1836	13.113
	"2014"	"2014"	"Indiana"	"18"	"Colon and Rectum"	"21041-21052"	0.374	1178	6595233	15.821	3175	42.356
	"2014"	"2014"	"Indiana"	"18"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.819	466	6595233	5.895	568	7.196
	"2014"	"2014"	"Indiana"	"18"	"Pancreas"	"21100"	0.906	874	6595233	11.531	960	12.728
	"2014"	"2014"	"Indiana"	"18"	"Lung and Bronchus"	"22030"	0.752	4048	6595233	53.463	5415	71.070
	"2014"	"2014"	"Indiana"	"18"	"Melanoma of the Skin"	"25010"	0.131	197	6595233	2.669	1481	20.370
	"2014"	"2014"	"Indiana"	"18"	"Female Breast"	"26000-Female"	0.167	863	3345808	20.925	4903	125.002
	"2014"	"2014"	"Indiana"	"18"	"Corpus Uteri"	"27020"	0.090	107	3345808	2.555	1149	28.290
	"2014"	"2014"	"Indiana"	"18"	"Prostate"	"28010"	0.234	603	3249425	20.282	3172	86.857
	"2014"	"2014"	"Indiana"	"18"	"Urinary Bladder"	"29010"	0.221	363	6595233	4.933	1666	22.340
	"2014"	"2014"	"Indiana"	"18"	"Kidney and Renal Pelvis"	"29020"	0.224	315	6595233	4.152	1377	18.520
	"2014"	"2014"	"Indiana"	"18"	"Thyroid"	"32010"	0.038	34	6595233	0.446	798	11.765
	"2014"	"2014"	"Indiana"	"18"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.371	508	6595233	6.828	1361	18.412
	"2014"	"2014"	"Indiana"	"18"	"Leukemias"	"35011-35043"	0.555	519	6595233	7.181	937	12.933
	"2014"	"2014"	"Iowa"	"19"	"Colon and Rectum"	"21041-21052"	0.333	611	3108030	15.557	1761	46.702
	"2014"	"2014"	"Iowa"	"19"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.813	208	3108030	5.224	252	6.423
